commodity_name,state,district,market,min_price,max_price,modal_price,date,certifications,storage type,export_potential,production_quantity,quality_grade
Drumstick,Gujarat,Dahod,Dahod(Veg. Market),8,15,12,22-05-2019,ORGANIC,Cold Storage,Moderate,89860,Premium
Drumstick,Gujarat,Vadodara(Baroda),Padra,5,7.5,6.25,22-05-2019,CERTIFIED,Cold Storage,Moderate,89860,Premium
Drumstick,Gujarat,Surat,Surat,8,15,11.5,22-05-2019,ORGANIC,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Ernakulam,Aluva,20,30,25,22-05-2019,ORGANIC,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Kollam,Anchal,20,22,21,22-05-2019,CERTIFIED,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Ernakulam,Angamaly,23,27,25,22-05-2019,ORGANIC,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Alappuzha,Aroor,36,38,37,22-05-2019,CERTIFIED,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Kottayam,Athirampuzha,24,26,25,22-05-2019,ORGANIC,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Thiruvananthapuram,Attingal,30,30,30,22-05-2019,GMO,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Thiruvananthapuram,Chala,38,38.54,38.23,22-05-2019,GMO,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Thirssur,Chelakkara,45,48,46,22-05-2019,ORGANIC,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Alappuzha,Chengannur,30,32,30,22-05-2019,ORGANIC,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Kottayam,Ettumanoor,22,23,22,22-05-2019,NON-GMO,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Alappuzha,Harippad,25,25,25,22-05-2019,CERTIFIED,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Kozhikode(Calicut),Kallachi,26,30,28,22-05-2019,ORGANIC,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Kasargod,Kanjangadu,28,34,30,22-05-2019,ORGANIC,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Kottayam,Kanjirappally,25,30,28,22-05-2019,CERTIFIED,Cold Storage,Moderate,89860,Premium
Drumstick,Kerala,Alappuzha,Kayamkulam,30,32,31,22-05-2019,ORGANIC,Cold Storage,Moderate,89860,Premium
Dry+Chillies,Andhra Pradesh,Kurnool,Kurnool,43.86,73.86,73.86,22-05-2019,NON-GMO,Warehouse,Emerging Markets,17012,Grade A
Dry+Chillies,Karnataka,Bangalore,Bangalore,92,104,98,22-05-2019,NON-GMO,Warehouse,Emerging Markets,17012,Grade A
Dry+Chillies,Karnataka,Dharwad,Hubli (Amaragol),26,95,31,22-05-2019,ORGANIC,Warehouse,Seasonal,17012,Grade A
Dry+Chillies,Karnataka,Raichur,Sindhanur,90,90,90,22-05-2019,GMO,Warehouse,Seasonal,17012,Grade A
Dry+Chillies,Kerala,Alappuzha,Aroor,150,152,151,22-05-2019,ORGANIC,Warehouse,Emerging Markets,17012,Grade A
Dry+Chillies,Manipur,Imphal West,Imphal,138,145,145,22-05-2019,NON-GMO,Warehouse,Emerging Markets,17012,Grade A
Dry+Chillies,Manipur,Imphal East,Lamlong Bazaar,120,140,140,22-05-2019,GMO,Warehouse,Emerging Markets,17012,Grade A
Dry+Chillies,Manipur,Thoubal,Thoubal,135,145,140,22-05-2019,GMO,Warehouse,Seasonal,17012,Grade A
Dry+Chillies,Telangana,Hyderabad,Mahboob Manison,70,85,80,22-05-2019,NON-GMO,Warehouse,Seasonal,17012,Grade A
Dry+Fodder,Haryana,Faridabad,Ballabhgarh,5,6.5,6,22-05-2019,ORGANIC,Warehouse,Emerging Markets,19396,Grade B
Dry+Grapes,Chattisgarh,Narayanpur,Narayanpur,65,75,70,22-05-2019,CERTIFIED,Warehouse,Seasonal,13918,Grade C
Duster+Beans,Kerala,Thiruvananthapuram,Attingal,95,100,100,22-05-2019,NON-GMO,Warehouse,Seasonal,54259,Premium
Duster+Beans,Kerala,Thirssur,Chelakkara,30,34,32,22-05-2019,NON-GMO,Warehouse,Emerging Markets,54259,Premium
Duster+Beans,Kerala,Thiruvananthapuram,Neyyatinkara,33,35,34,22-05-2019,GMO,Warehouse,Seasonal,54259,Premium
Egg,Odisha,Mayurbhanja,Karanjia,8.3,8.5,8.4,22-05-2019,GMO,Warehouse,Emerging Markets,33482,Grade A
Elephant+Yam+(Suran),Gujarat,Ahmedabad,Ahmedabad,14,20,18,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,25127,Grade B
Elephant+Yam+(Suran),Gujarat,Kheda,Nadiyad(Piplag),10,14,12,22-05-2019,ORGANIC,Warehouse,Seasonal,25127,Grade B
Elephant+Yam+(Suran),Gujarat,Vadodara(Baroda),Padra,10,12.5,11.25,22-05-2019,GMO,Warehouse,Emerging Markets,25127,Grade B
Elephant+Yam+(Suran),Gujarat,Surat,Surat,15,20,17.5,22-05-2019,NON-GMO,Warehouse,Seasonal,25127,Grade B
Elephant+Yam+(Suran),Karnataka,Hassan,Arasikere,15,19,19,22-05-2019,NON-GMO,Warehouse,Emerging Markets,25127,Grade B
Elephant+Yam+(Suran),Kerala,Ernakulam,Aluva,18,28,23,22-05-2019,CERTIFIED,Warehouse,Seasonal,25127,Grade B
Elephant+Yam+(Suran),Kerala,Thiruvananthapuram,Chala,27,27.58,27.28,22-05-2019,ORGANIC,Warehouse,Seasonal,25127,Grade B
Elephant+Yam+(Suran),Kerala,Thirssur,Chelakkara,25,28,26,22-05-2019,GMO,Warehouse,Seasonal,25127,Grade B
Elephant+Yam+(Suran),Kerala,Kottayam,Ettumanoor,20,22,21,22-05-2019,NON-GMO,Warehouse,Emerging Markets,25127,Grade B
Elephant+Yam+(Suran),Kerala,Kasargod,Kanjangadu,24,30,26,22-05-2019,GMO,Warehouse,Emerging Markets,25127,Grade B
Elephant+Yam+(Suran),Kerala,Palakad,Koduvayoor,14,18,16,22-05-2019,GMO,Warehouse,Emerging Markets,25127,Grade B
Elephant+Yam+(Suran),Kerala,Ernakulam,Kothamangalam,25,30,28,22-05-2019,CERTIFIED,Warehouse,Seasonal,25127,Grade B
Elephant+Yam+(Suran),Kerala,Pathanamthitta,Kuttoor,21,24,24,22-05-2019,CERTIFIED,Warehouse,Seasonal,25127,Grade B
Elephant+Yam+(Suran),Kerala,Malappuram,Manjeri,16,17,16.5,22-05-2019,CERTIFIED,Warehouse,Seasonal,25127,Grade B
Elephant+Yam+(Suran),Kerala,Palakad,Palakkad,15,20,18,22-05-2019,GMO,Warehouse,Seasonal,25127,Grade B
Elephant+Yam+(Suran),Kerala,Kottayam,Pampady,30,34,32,22-05-2019,ORGANIC,Warehouse,Emerging Markets,25127,Grade B
Elephant+Yam+(Suran),Kerala,Palakad,Pattambi,16,20,18,22-05-2019,ORGANIC,Warehouse,Emerging Markets,25127,Grade B
Elephant+Yam+(Suran),Kerala,Ernakulam,Perumbavoor,22,30,28,22-05-2019,ORGANIC,Warehouse,Seasonal,25127,Grade B
Elephant+Yam+(Suran),Kerala,Kottayam,Thalayolaparambu,12,20,17,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,25127,Grade B
Elephant+Yam+(Suran),Kerala,Thirssur,Thrissur,13,14,14,22-05-2019,NON-GMO,Warehouse,Seasonal,25127,Grade B
Field+Pea,Jammu and Kashmir,Srinagar,Parimpore,25,27,26,22-05-2019,ORGANIC,Warehouse,Emerging Markets,47237,Grade C
Field+Pea,Kerala,Ernakulam,Kothamangalam,60,70,65,22-05-2019,ORGANIC,Warehouse,Emerging Markets,47237,Grade C
Field+Pea,Kerala,Ernakulam,Perumbavoor,55,65,60,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,47237,Grade C
Field+Pea,Meghalaya,East Khasi Hills,Shillong,30,45,40,22-05-2019,NON-GMO,Warehouse,Emerging Markets,47237,Grade C
Field+Pea,Punjab,Hoshiarpur,Dasuya,25,30,30,22-05-2019,ORGANIC,Warehouse,Emerging Markets,47237,Grade C
Field+Pea,Punjab,Ferozpur,Firozepur City,30,36,33,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,47237,Grade C
Field+Pea,Punjab,Hoshiarpur,Mukerian(Talwara),25,32,28,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,47237,Grade C
Field+Pea,Punjab,Hoshiarpur,Tanda Urmur,30,40,35,22-05-2019,GMO,Warehouse,Seasonal,47237,Grade C
Field+Pea,Uttar Pradesh,Saharanpur,Gangoh,11.5,11.8,11.65,22-05-2019,GMO,Warehouse,Seasonal,47237,Grade C
Field+Pea,Uttar Pradesh,Saharanpur,Saharanpur,22.75,24.4,23.5,22-05-2019,NON-GMO,Warehouse,Seasonal,47237,Grade C
Firewood,Uttar Pradesh,Sitapur,Hargaon (Laharpur),1.7,1.9,1.8,22-05-2019,GMO,Warehouse,Emerging Markets,89701,Export
Firewood,Uttar Pradesh,Shahjahanpur,Katra,3.9,4.1,4,22-05-2019,GMO,Warehouse,Seasonal,89701,Export
Fish,Odisha,Mayurbhanja,Betnoti,100,180,140,22-05-2019,ORGANIC,Warehouse,Emerging Markets,18752,Premium
Fish,Odisha,Kendrapara,Chatta Krushak Bazar,160,170,170,22-05-2019,ORGANIC,Warehouse,Seasonal,18752,Premium
Fish,Odisha,Mayurbhanja,Karanjia,180,200,190,22-05-2019,NON-GMO,Warehouse,Emerging Markets,18752,Premium
Fish,Odisha,Kendrapara,Pattamundai,160,170,170,22-05-2019,CERTIFIED,Warehouse,Seasonal,18752,Premium
Fish,Odisha,Mayurbhanja,Udala,153,170,165,22-05-2019,NON-GMO,Warehouse,Seasonal,18752,Premium
Fish,Uttar Pradesh,Bahraich,Ruperdeeha,34,35,34.5,22-05-2019,GMO,Warehouse,Seasonal,18752,Premium
Fish,Uttrakhand,UdhamSinghNagar,Kicchha,30,40,35,22-05-2019,GMO,Warehouse,Seasonal,18752,Premium
Garlic,Assam,Nagaon,Dhing,37,55,48,22-05-2019,CERTIFIED,Dry Storage,Moderate,81331,Grade B
Garlic,Assam,Kamrup,Pamohi(Garchuk),60,70,65,22-05-2019,NON-GMO,Dry Storage,Moderate,81331,Grade B
Garlic,Gujarat,Dahod,Dahod(Veg. Market),40,85,75,22-05-2019,NON-GMO,Dry Storage,Moderate,81331,Grade B
Garlic,Gujarat,Rajkot,Rajkot,24,55,44.5,22-05-2019,GMO,Dry Storage,Moderate,81331,Grade B
Garlic,Haryana,Fatehabad,Fatehabad,40,50,40,22-05-2019,GMO,Dry Storage,Moderate,81331,Grade B
Garlic,Haryana,Mahendragarh-Narnaul,Mohindergarh,70,80,80,22-05-2019,CERTIFIED,Dry Storage,Moderate,81331,Grade B
Garlic,Himachal Pradesh,Kullu,Bhuntar,30,55,42,22-05-2019,GMO,Dry Storage,Moderate,81331,Grade B
Garlic,Himachal Pradesh,Mandi,Dhanotu (Mandi),40,50,45,22-05-2019,GMO,Dry Storage,Moderate,81331,Grade B
Garlic,Himachal Pradesh,Kangra,Kangra(Jassour),40,50,45,22-05-2019,CERTIFIED,Dry Storage,Moderate,81331,Grade B
Garlic,Himachal Pradesh,Kullu,Kullu,60,70,65,22-05-2019,ORGANIC,Dry Storage,Moderate,81331,Grade B
Garlic,Himachal Pradesh,Mandi,Mandi(Mandi),35,50,50,22-05-2019,GMO,Dry Storage,Moderate,81331,Grade B
Garlic,Himachal Pradesh,Solan,Solan,20,75,60,22-05-2019,NON-GMO,Dry Storage,Moderate,81331,Grade B
Garlic,Himachal Pradesh,Solan,Solan(Nalagarh),50,65,60,22-05-2019,NON-GMO,Dry Storage,Moderate,81331,Grade B
Garlic,Karnataka,Bangalore,Bangalore,48,80,64,22-05-2019,CERTIFIED,Dry Storage,Moderate,81331,Grade B
Garlic,Karnataka,Mysore,Mysore (Bandipalya),50,80,65,22-05-2019,ORGANIC,Dry Storage,Moderate,81331,Grade B
Garlic,Kerala,Alappuzha,Aroor,50,52,51,22-05-2019,ORGANIC,Dry Storage,Moderate,81331,Grade B
Garlic,Kerala,Kottayam,Athirampuzha,76,78,77,22-05-2019,NON-GMO,Dry Storage,Moderate,81331,Grade B
Garlic,Kerala,Alappuzha,Chengannur,75,82,80,22-05-2019,CERTIFIED,Dry Storage,Moderate,81331,Grade B
Garlic,Kerala,Palakad,Koduvayoor,100,110,105,22-05-2019,NON-GMO,Dry Storage,Moderate,81331,Grade B
Garlic,Kerala,Malappuram,Kondotty,90,92,91,22-05-2019,ORGANIC,Dry Storage,Moderate,81331,Grade B
Ghee,Uttar Pradesh,Aligarh,Aligarh,389,390,389.5,22-05-2019,GMO,Warehouse,Seasonal,60624,Grade C
Ghee,Uttar Pradesh,Etah,Kasganj,350,360,355,22-05-2019,ORGANIC,Warehouse,Emerging Markets,60624,Grade C
Ghee,Uttar Pradesh,Kanpur,Rura,280,290,290,22-05-2019,NON-GMO,Warehouse,Emerging Markets,60624,Grade C
Gingelly+Oil,Tamil Nadu,Villupuram,Kallakurichi,94.36,108.04,101.2,22-05-2019,ORGANIC,Warehouse,Seasonal,99183,Export
Gingelly+Oil,Tamil Nadu,Cuddalore,Kurinchipadi,86.36,102.61,95.08,22-05-2019,GMO,Warehouse,Seasonal,99183,Export
Gingelly+Oil,Tamil Nadu,Villupuram,Thirukovilur,98.74,104.99,101.86,22-05-2019,CERTIFIED,Warehouse,Seasonal,99183,Export
Ginger(Dry),Haryana,Fatehabad,Fatehabad,90,90,90,22-05-2019,ORGANIC,Dry Storage,High,50133,Premium
Ginger(Dry),Himachal Pradesh,Kullu,Bhuntar,150,160,155,22-05-2019,NON-GMO,Dry Storage,High,50133,Premium
Ginger(Dry),Kerala,Ernakulam,Kothamangalam,230,240,235,22-05-2019,NON-GMO,Dry Storage,High,50133,Premium
Ginger(Dry),Kerala,Ernakulam,Perumbavoor,220,240,230,22-05-2019,ORGANIC,Dry Storage,High,50133,Premium
Ginger(Dry),Kerala,Wayanad,Pulpally,34.5,36.5,35.5,22-05-2019,NON-GMO,Dry Storage,High,50133,Premium
Ginger(Dry),Kerala,Idukki,Thodupuzha,220,230,230,22-05-2019,GMO,Dry Storage,High,50133,Premium
Ginger(Dry),Madhya Pradesh,Burhanpur,Burhanpur(F&V),50,80,60,22-05-2019,ORGANIC,Dry Storage,High,50133,Premium
Ginger(Dry),Maharashtra,Chandrapur,Chandrapur(Ganjwad),96,100,98,22-05-2019,NON-GMO,Dry Storage,High,50133,Premium
Ginger(Dry),Maharashtra,Nagpur,Kamthi,70,110,100,22-05-2019,ORGANIC,Dry Storage,High,50133,Premium
Ginger(Dry),Maharashtra,Satara,Karad,75,80,80,22-05-2019,ORGANIC,Dry Storage,High,50133,Premium
Ginger(Dry),Maharashtra,Pune,Pune,40,85,55,22-05-2019,ORGANIC,Dry Storage,High,50133,Premium
Ginger(Dry),Maharashtra,Ahmednagar,Shrirampur,45,60,52.5,22-05-2019,GMO,Dry Storage,High,50133,Premium
Ginger(Dry),Maharashtra,Satara,Vai,70,90,85,22-05-2019,GMO,Dry Storage,High,50133,Premium
Ginger(Dry),Meghalaya,East Khasi Hills,Shillong,70,75,73,22-05-2019,CERTIFIED,Dry Storage,High,50133,Premium
Ginger(Dry),Odisha,Bolangir,Bolangir,115,120,115,22-05-2019,CERTIFIED,Dry Storage,High,50133,Premium
Ginger(Dry),Odisha,Dhenkanal,Dhenkanal,110,120,120,22-05-2019,CERTIFIED,Dry Storage,High,50133,Premium
Ginger(Dry),Punjab,Ferozpur,Firozepur City,75,100,87.5,22-05-2019,NON-GMO,Dry Storage,High,50133,Premium
Ginger(Dry),Punjab,Mohali,Kurali,65,70,68,22-05-2019,CERTIFIED,Dry Storage,High,50133,Premium
Ginger(Dry),Punjab,Hoshiarpur,Mukerian(Talwara),75,82,78,22-05-2019,ORGANIC,Dry Storage,High,50133,Premium
Ginger(Dry),Punjab,Patiala,Nabha,64,90,74,22-05-2019,NON-GMO,Dry Storage,High,50133,Premium
Ginger(Green),Gujarat,Ahmedabad,Ahmedabad,70,130,110,22-05-2019,ORGANIC,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Gujarat,Bharuch,Ankleshwar,77.5,100,95,22-05-2019,GMO,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Gujarat,Bharuch,Bharuch,60,75,65,22-05-2019,CERTIFIED,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Gujarat,Dahod,Dahod(Veg. Market),90,100,95,22-05-2019,CERTIFIED,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Gujarat,Kheda,Nadiyad(Piplag),60,70,65,22-05-2019,NON-GMO,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Gujarat,Vadodara(Baroda),Padra,70,75,72.5,22-05-2019,NON-GMO,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Gujarat,Surat,Surat,76,90,83,22-05-2019,NON-GMO,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Haryana,Mahendragarh-Narnaul,Mohindergarh,95,100,100,22-05-2019,GMO,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Haryana,Sonipat,Sonepat,65,70,65,22-05-2019,GMO,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Himachal Pradesh,Kangra,Kangra,80,120,90,22-05-2019,ORGANIC,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Himachal Pradesh,Kangra,Kangra(Jassour),120,130,125,22-05-2019,NON-GMO,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Himachal Pradesh,Kullu,Kullu,130,150,140,22-05-2019,GMO,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Himachal Pradesh,Mandi,Mandi(Mandi),125,150,130,22-05-2019,ORGANIC,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Himachal Pradesh,Sirmore,Nahan,75,80,78,22-05-2019,ORGANIC,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Himachal Pradesh,Kangra,Palampur,110,120,115,22-05-2019,NON-GMO,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Himachal Pradesh,Solan,Solan,100,150,120,22-05-2019,CERTIFIED,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Karnataka,Bangalore,Bangalore,52,90,71,22-05-2019,ORGANIC,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Karnataka,Haveri,Hirekerur,20,30,25,22-05-2019,ORGANIC,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Karnataka,Bangalore,Ramanagara,120,130,125,22-05-2019,CERTIFIED,Cold Storage,Moderate,65153,Grade A
Ginger(Green),Kerala,Ernakulam,Aluva,120,140,130,22-05-2019,ORGANIC,Cold Storage,Moderate,65153,Grade A
Grapes,Gujarat,Bharuch,Bharuch,50,65,60,22-05-2019,ORGANIC,Cold Storage,High,58682,Premium
Grapes,Haryana,Kaithal,Cheeka,40,90,90,22-05-2019,GMO,Cold Storage,High,58682,Premium
Grapes,Haryana,Fatehabad,Fatehabad,100,100,100,22-05-2019,NON-GMO,Cold Storage,High,58682,Premium
Grapes,Haryana,Sonipat,Gohana,50,80,50,22-05-2019,ORGANIC,Cold Storage,High,58682,Premium
Grapes,Haryana,Rohtak,Meham,60,60,60,22-05-2019,CERTIFIED,Cold Storage,High,58682,Premium
Grapes,Haryana,Mahendragarh-Narnaul,Mohindergarh,50,50,50,22-05-2019,NON-GMO,Cold Storage,High,58682,Premium
Grapes,Haryana,Sonipat,Sonepat,50,55,50,22-05-2019,CERTIFIED,Cold Storage,High,58682,Premium
Grapes,Himachal Pradesh,Kullu,Bhuntar,110,150,130,22-05-2019,CERTIFIED,Cold Storage,High,58682,Premium
Grapes,Himachal Pradesh,Chamba,Chamba,89,91,90,22-05-2019,ORGANIC,Cold Storage,High,58682,Premium
Grapes,Himachal Pradesh,Mandi,Dhanotu (Mandi),40,120,80,22-05-2019,CERTIFIED,Cold Storage,High,58682,Premium
Grapes,Himachal Pradesh,Kangra,Kangra,60,80,70,22-05-2019,NON-GMO,Cold Storage,High,58682,Premium
Grapes,Himachal Pradesh,Kangra,Kangra(Jassour),50,60,55,22-05-2019,CERTIFIED,Cold Storage,High,58682,Premium
Grapes,Himachal Pradesh,Kullu,Kullu,75,80,78,22-05-2019,CERTIFIED,Cold Storage,High,58682,Premium
Grapes,Himachal Pradesh,Mandi,Mandi(Mandi),90,100,95,22-05-2019,ORGANIC,Cold Storage,High,58682,Premium
Grapes,Himachal Pradesh,Sirmore,Nahan,65,70,68,22-05-2019,NON-GMO,Cold Storage,High,58682,Premium
Grapes,Himachal Pradesh,Kangra,Palampur,100,110,105,22-05-2019,GMO,Cold Storage,High,58682,Premium
Grapes,Himachal Pradesh,Sirmore,Paonta Sahib,90,100,95,22-05-2019,GMO,Cold Storage,High,58682,Premium
Grapes,Himachal Pradesh,Solan,Solan,70,80,75,22-05-2019,GMO,Cold Storage,High,58682,Premium
Grapes,Himachal Pradesh,Solan,Solan(Nalagarh),60,70,65,22-05-2019,ORGANIC,Cold Storage,High,58682,Premium
Grapes,Jammu and Kashmir,Srinagar,Parimpore,60,70,65,22-05-2019,ORGANIC,Cold Storage,High,58682,Premium
Green+Avare+(W),Kerala,Palakad,Koduvayoor,62,68,66,22-05-2019,GMO,Warehouse,Emerging Markets,76509,Grade A
Green+Avare+(W),Kerala,Palakad,Palakkad,50,55,53,22-05-2019,ORGANIC,Warehouse,Emerging Markets,76509,Grade A
Green+Avare+(W),Kerala,Palakad,vadakarapathy,35,37,36,22-05-2019,GMO,Warehouse,Seasonal,76509,Grade A
Green+Avare+(W),Kerala,Palakad,Vadakkenchery,65,70,67.5,22-05-2019,NON-GMO,Warehouse,Seasonal,76509,Grade A
Green+Chilli,Assam,Kamrup,Pamohi(Garchuk),45,60,50,22-05-2019,ORGANIC,Warehouse,Seasonal,96384,Grade B
Green+Chilli,Gujarat,Ahmedabad,Ahmedabad,20,35,28,22-05-2019,NON-GMO,Warehouse,Seasonal,96384,Grade B
Green+Chilli,Gujarat,Bharuch,Ankleshwar,37.5,50.5,46.5,22-05-2019,GMO,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Gujarat,Surat,Bardoli(Katod),60,68.5,68.5,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Gujarat,Navsari,Bilimora,50,70,60,22-05-2019,ORGANIC,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Gujarat,Dahod,Dahod(Veg. Market),30,65,50,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Gujarat,Ahmedabad,Dholka(Koth),10,13,12,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Gujarat,Rajkot,Dhoraji,14,27,21,22-05-2019,ORGANIC,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Gujarat,Vadodara(Baroda),Padra,30,35,32.5,22-05-2019,ORGANIC,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Gujarat,Surat,Surat,25,65,45,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Gujarat,Junagarh,Talalagir,13,15,14,22-05-2019,NON-GMO,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Gujarat,Mehsana,Vijapur(veg),40,40,40,22-05-2019,NON-GMO,Warehouse,Seasonal,96384,Grade B
Green+Chilli,Haryana,Faridabad,Ballabhgarh,25,30,28,22-05-2019,CERTIFIED,Warehouse,Seasonal,96384,Grade B
Green+Chilli,Haryana,Panchkula,Barwala,30,32,31,22-05-2019,ORGANIC,Warehouse,Seasonal,96384,Grade B
Green+Chilli,Haryana,Yamuna Nagar,Chhachrauli,34,42,34,22-05-2019,ORGANIC,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Haryana,Faridabad,Faridabad,28,30,29,22-05-2019,GMO,Warehouse,Seasonal,96384,Grade B
Green+Chilli,Haryana,Sonipat,Ganaur,45,52,48,22-05-2019,GMO,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Haryana,Sonipat,Gohana,35,40,35,22-05-2019,GMO,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Haryana,Fatehabad,Jakhal,25,25,25,22-05-2019,NON-GMO,Warehouse,Emerging Markets,96384,Grade B
Green+Chilli,Haryana,Mahendragarh-Narnaul,Mohindergarh,12,20,15,22-05-2019,ORGANIC,Warehouse,Seasonal,96384,Grade B
Green+Fodder,Haryana,Faridabad,Ballabhgarh,1.7,1.9,1.85,22-05-2019,NON-GMO,Warehouse,Emerging Markets,85751,Grade C
Green+Peas,Gujarat,Dahod,Dahod,32,37,35,22-05-2019,CERTIFIED,Warehouse,Seasonal,86693,Export
Green+Peas,Haryana,Fatehabad,Fatehabad,35,40,35,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,86693,Export
Green+Peas,Karnataka,Bangalore,Bangalore,72,82,77,22-05-2019,GMO,Warehouse,Emerging Markets,86693,Export
Green+Peas,Kerala,Alappuzha,Aroor,40,42,41,22-05-2019,ORGANIC,Warehouse,Seasonal,86693,Export
Green+Peas,Kerala,Palakad,Koduvayoor,70,76,73,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,86693,Export
Green+Peas,Kerala,Palakad,Palakkad,80,85,83,22-05-2019,ORGANIC,Warehouse,Seasonal,86693,Export
Green+Peas,Kerala,Palakad,Vadakkenchery,82,88,85,22-05-2019,GMO,Warehouse,Emerging Markets,86693,Export
Green+Peas,Madhya Pradesh,Dhar,Badnawar,13,19.95,17.8,22-05-2019,ORGANIC,Warehouse,Seasonal,86693,Export
Green+Peas,Maharashtra,Mumbai,Mumbai,53,56,54,22-05-2019,GMO,Warehouse,Seasonal,86693,Export
Green+Peas,Punjab,Sangrur,Sangrur,40,40,40,22-05-2019,NON-GMO,Warehouse,Emerging Markets,86693,Export
Ground+Nut+Seed,Gujarat,Amreli,Amreli,51.25,51.25,51.25,22-05-2019,NON-GMO,Warehouse,Emerging Markets,34777,Premium
Ground+Nut+Seed,Gujarat,Junagarh,Junagadh,55,63.5,60,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,34777,Premium
Ground+Nut+Seed,Gujarat,Jamnagar,Kalawad,45,55.6,50.3,22-05-2019,GMO,Warehouse,Emerging Markets,34777,Premium
Ground+Nut+Seed,Gujarat,Porbandar,Porbandar,47.5,49,48.25,22-05-2019,GMO,Warehouse,Emerging Markets,34777,Premium
Ground+Nut+Seed,Gujarat,Rajkot,Rajkot,60,66.25,65,22-05-2019,CERTIFIED,Warehouse,Emerging Markets,34777,Premium
Ground+Nut+Seed,Gujarat,Junagarh,Visavadar,50,57.5,53.75,22-05-2019,GMO,Warehouse,Seasonal,34777,Premium
Ground+Nut+Seed,Karnataka,Bangalore,Bangalore,90,100,95,22-05-2019,ORGANIC,Warehouse,Emerging Markets,34777,Premium
Ground+Nut+Seed,Karnataka,Chitradurga,Hiriyur,87.53,87.53,87.53,22-05-2019,NON-GMO,Warehouse,Seasonal,34777,Premium
Groundnut,Andhra Pradesh,Cuddapah,Cuddapah,38.89,55.77,53.6,22-05-2019,ORGANIC,Warehouse,Emerging Markets,23824,Grade A
Groundnut,Andhra Pradesh,Kurnool,Kurnool,41.98,54.55,47.77,22-05-2019,CERTIFIED,Warehouse,Seasonal,23824,Grade A
Groundnut,Gujarat,Amreli,Amreli,40.05,50,41.75,22-05-2019,NON-GMO,Warehouse,Seasonal,23824,Grade A
Groundnut,Gujarat,Jamnagar,Bhanvad,35,42.5,40,22-05-2019,ORGANIC,Warehouse,Emerging Markets,23824,Grade A
Groundnut,Gujarat,Bhavnagar,Bhavnagar,47,47.25,47.25,22-05-2019,ORGANIC,Warehouse,Emerging Markets,23824,Grade A
